"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-662-1.local",,,,"User:","pg27752"
"Cmdline:","dstat -tcdmrsn --integer --output MPI_io3.txt",,,,"Date:","20 Mar 2015 01:27:04 WET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"io/total",,"swap",,"net/total",
20-03 01:29:26,8.335,0.063,91.602,0.0,0.0,0.0,0.0,0.0,2829979648.0,195096576.0,502992896.0,64126164992.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:27,8.337,0.042,91.622,0.0,0.0,0.0,0.0,0.0,2829500416.0,195096576.0,503005184.0,64126631936.0,0.0,0.0,0.0,1048567808.0,192.0,356.0
20-03 01:29:28,8.335,0.042,91.623,0.0,0.0,0.0,0.0,0.0,2829500416.0,195096576.0,503005184.0,64126631936.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:29,8.337,0.042,91.601,0.0,0.0,0.021,0.0,0.0,2829484032.0,195096576.0,503013376.0,64126640128.0,0.0,0.0,0.0,1048567808.0,198.0,534.0
20-03 01:29:30,8.337,0.042,91.205,0.417,0.0,0.0,0.0,12288.0,2829484032.0,195096576.0,503013376.0,64126640128.0,0.0,3.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:31,8.335,0.042,91.602,0.0,0.0,0.021,0.0,0.0,2829221888.0,195096576.0,503021568.0,64126894080.0,0.0,0.0,0.0,1048567808.0,132.0,356.0
20-03 01:29:32,0.563,0.104,99.333,0.0,0.0,0.0,0.0,0.0,936579072.0,195096576.0,500346880.0,66022211584.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:33,0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,934817792.0,195096576.0,500273152.0,66024046592.0,0.0,0.0,0.0,1048567808.0,328.0,1462.0
20-03 01:29:34,0.0,0.083,99.917,0.0,0.0,0.0,0.0,0.0,934817792.0,195096576.0,500273152.0,66024046592.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:35,4.883,0.793,94.282,0.042,0.0,0.0,0.0,0.0,1018036224.0,195096576.0,503013376.0,65938087936.0,0.0,0.0,0.0,1048567808.0,83080.0,11114.0
20-03 01:29:36,8.170,0.208,91.622,0.0,0.0,0.0,0.0,0.0,1372864512.0,195096576.0,503246848.0,65583026176.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:37,8.339,0.063,91.161,0.438,0.0,0.0,0.0,90112.0,1373564928.0,195100672.0,503320576.0,65582247936.0,0.0,22.0,0.0,1048567808.0,866.0,1294.0
20-03 01:29:38,1.022,0.063,98.915,0.0,0.0,0.0,0.0,0.0,939077632.0,195100672.0,500649984.0,66019405824.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:39,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,937250816.0,195100672.0,500379648.0,66021502976.0,0.0,0.0,0.0,1048567808.0,400.0,1738.0
20-03 01:29:40,0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,937250816.0,195100672.0,500379648.0,66021502976.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:41,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,937025536.0,195100672.0,500387840.0,66021720064.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:42,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,937025536.0,195100672.0,500387840.0,66021720064.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:43,0.0,0.042,99.541,0.417,0.0,0.0,0.0,45056.0,936873984.0,195108864.0,500396032.0,66021855232.0,0.0,11.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:44,8.888,1.544,89.234,0.313,0.0,0.021,0.0,0.0,970145792.0,195108864.0,508698624.0,65980280832.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:45,16.677,0.042,83.281,0.0,0.0,0.0,0.0,0.0,970932224.0,195108864.0,509009920.0,65979183104.0,0.0,0.0,0.0,1048567808.0,734392.0,150742.0
20-03 01:29:46,16.674,0.042,83.285,0.0,0.0,0.0,0.0,0.0,970932224.0,195108864.0,509009920.0,65979183104.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:47,16.681,0.021,83.299,0.0,0.0,0.0,0.0,0.0,970526720.0,195108864.0,509018112.0,65979580416.0,0.0,0.0,0.0,1048567808.0,182.0,4022.0
20-03 01:29:48,16.674,0.042,83.285,0.0,0.0,0.0,0.0,0.0,970399744.0,195108864.0,509018112.0,65979707392.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:49,1.961,0.104,97.518,0.417,0.0,0.0,0.0,49152.0,941236224.0,195112960.0,501121024.0,66016763904.0,0.0,12.0,0.0,1048567808.0,5798.0,6540.0
20-03 01:29:50,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,940855296.0,195112960.0,501121024.0,66017144832.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:51,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,940175360.0,195112960.0,501129216.0,66017816576.0,0.0,0.0,0.0,1048567808.0,90.0,0.0
20-03 01:29:52,8.015,2.129,89.313,0.543,0.0,0.0,0.0,0.0,2327949312.0,195112960.0,509472768.0,64621699072.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:53,16.431,0.292,83.257,0.0,0.0,0.021,0.0,0.0,2849738752.0,195112960.0,509886464.0,64099495936.0,0.0,0.0,0.0,1048567808.0,889300.0,16492.0
20-03 01:29:54,16.691,0.042,83.267,0.0,0.0,0.0,0.0,0.0,2849738752.0,195112960.0,509886464.0,64099495936.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:55,16.677,0.042,83.281,0.0,0.0,0.0,0.0,0.0,2849198080.0,195112960.0,509894656.0,64100028416.0,0.0,0.0,0.0,1048567808.0,632.0,1142.0
20-03 01:29:56,16.677,0.021,83.302,0.0,0.0,0.0,0.0,0.0,2848944128.0,195112960.0,509894656.0,64100282368.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:57,16.677,0.042,82.864,0.417,0.0,0.0,0.0,94208.0,2848415744.0,195117056.0,509902848.0,64100798464.0,0.0,23.0,0.0,1048567808.0,486.0,1212.0
20-03 01:29:58,16.670,0.042,83.288,0.0,0.0,0.0,0.0,0.0,2848034816.0,195117056.0,509902848.0,64101179392.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:29:59,16.698,0.042,83.260,0.0,0.0,0.0,0.0,0.0,2847313920.0,195117056.0,509911040.0,64101892096.0,0.0,0.0,0.0,1048567808.0,324.0,712.0
20-03 01:30:00,16.677,0.042,83.281,0.0,0.0,0.0,0.0,0.0,2847186944.0,195117056.0,509911040.0,64102019072.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:01,15.999,0.042,83.584,0.375,0.0,0.0,0.0,20480.0,2846482432.0,195117056.0,509923328.0,64102711296.0,0.0,5.0,0.0,1048567808.0,330.0,890.0
20-03 01:30:02,0.042,0.167,99.687,0.083,0.0,0.021,0.0,45056.0,938430464.0,195117056.0,504578048.0,66016108544.0,0.0,11.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:03,0.021,0.063,99.917,0.0,0.0,0.0,0.0,24576.0,939233280.0,195117056.0,502034432.0,66017849344.0,0.0,6.0,0.0,1048567808.0,334.0,1699.0
20-03 01:30:04,0.021,0.083,99.896,0.0,0.0,0.0,0.0,0.0,939233280.0,195117056.0,502034432.0,66017849344.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:05,11.890,1.523,86.504,0.063,0.0,0.021,0.0,0.0,1277534208.0,195117056.0,508964864.0,65672617984.0,0.0,0.0,0.0,1048567808.0,84952.0,12816.0
20-03 01:30:06,12.336,0.208,87.435,0.0,0.0,0.021,0.0,0.0,942743552.0,195117056.0,502378496.0,66013995008.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:07,0.021,0.042,99.520,0.417,0.0,0.0,0.0,49152.0,942174208.0,195121152.0,502124544.0,66014814208.0,0.0,12.0,0.0,1048567808.0,1350.0,3098.0
20-03 01:30:08,0.0,0.042,99.958,0.0,0.0,0.0,0.0,40960.0,942043136.0,195121152.0,502124544.0,66014945280.0,0.0,8.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:09,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,942022656.0,195121152.0,502136832.0,66014953472.0,0.0,0.0,0.0,1048567808.0,60.0,0.0
20-03 01:30:10,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,942022656.0,195121152.0,502136832.0,66014953472.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:11,0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,940949504.0,195121152.0,502140928.0,66016022528.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:12,0.313,0.480,98.956,0.230,0.0,0.021,0.0,0.0,954388480.0,195121152.0,502837248.0,66001887232.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:13,29.495,2.086,68.419,0.0,0.0,0.0,0.0,0.0,1009266688.0,195121152.0,518463488.0,65931382784.0,0.0,0.0,0.0,1048567808.0,745150.0,20504.0
20-03 01:30:14,33.361,0.021,66.618,0.0,0.0,0.0,0.0,0.0,1009139712.0,195121152.0,518463488.0,65931509760.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:15,15.731,0.188,84.081,0.0,0.0,0.0,0.0,0.0,949035008.0,195121152.0,502865920.0,66007212032.0,0.0,0.0,0.0,1048567808.0,1128.0,144976.0
20-03 01:30:16,0.0,0.083,99.917,0.0,0.0,0.0,0.0,0.0,949129216.0,195121152.0,502865920.0,66007117824.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:17,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,947896320.0,195121152.0,502870016.0,66008346624.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:18,0.627,0.753,97.847,0.774,0.0,0.0,0.0,53248.0,964362240.0,195129344.0,503427072.0,65991315456.0,0.0,13.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:19,30.208,3.021,66.771,0.0,0.0,0.0,0.0,0.0,2884763648.0,195129344.0,523530240.0,64050810880.0,0.0,0.0,0.0,1048567808.0,888926.0,16554.0
20-03 01:30:20,33.368,0.042,66.590,0.0,0.0,0.0,0.0,0.0,2884763648.0,195129344.0,523530240.0,64050810880.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:21,33.361,0.063,66.576,0.0,0.0,0.0,0.0,0.0,2884399104.0,195129344.0,523538432.0,64051167232.0,0.0,0.0,0.0,1048567808.0,456.0,1068.0
20-03 01:30:22,33.333,0.062,66.604,0.0,0.0,0.0,0.0,0.0,2882916352.0,195129344.0,523538432.0,64052649984.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:23,33.354,0.083,66.146,0.417,0.0,0.0,0.0,131072.0,2882281472.0,195133440.0,523538432.0,64053280768.0,0.0,32.0,0.0,1048567808.0,522.0,1246.0
20-03 01:30:24,33.368,0.083,66.548,0.0,0.0,0.0,0.0,0.0,2881974272.0,195133440.0,523542528.0,64053583872.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:25,31.831,0.146,68.023,0.0,0.0,0.0,0.0,0.0,2877595648.0,195133440.0,504197120.0,64077307904.0,0.0,0.0,0.0,1048567808.0,644.0,1642.0
20-03 01:30:26,0.042,0.104,99.854,0.0,0.0,0.0,0.0,0.0,952217600.0,195133440.0,504193024.0,66002690048.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:27,0.021,0.063,99.896,0.0,0.0,0.021,0.0,0.0,945950720.0,195133440.0,503754752.0,66009395200.0,0.0,0.0,0.0,1048567808.0,334.0,1576.0
20-03 01:30:28,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,945950720.0,195133440.0,503754752.0,66009395200.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:29,21.960,2.486,75.366,0.167,0.0,0.021,0.0,0.0,1488912384.0,195133440.0,521715712.0,65448472576.0,0.0,0.0,0.0,1048567808.0,88720.0,10336.0
20-03 01:30:30,6.171,0.229,93.579,0.0,0.0,0.021,0.0,0.0,951160832.0,195133440.0,502353920.0,66005585920.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:31,0.0,0.042,99.729,0.230,0.0,0.0,0.0,53248.0,950988800.0,195133440.0,503853056.0,66004258816.0,0.0,13.0,0.0,1048567808.0,922.0,2536.0
20-03 01:30:32,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,950861824.0,195133440.0,503853056.0,66004385792.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:33,0.021,0.083,99.896,0.0,0.0,0.0,0.0,0.0,950718464.0,195133440.0,503861248.0,66004520960.0,0.0,0.0,0.0,1048567808.0,60.0,0.0
20-03 01:30:34,0.0,0.104,99.896,0.0,0.0,0.0,0.0,0.0,950718464.0,195133440.0,503861248.0,66004520960.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:35,0.021,0.042,99.937,0.0,0.0,0.0,0.0,0.0,949379072.0,195133440.0,503869440.0,66005852160.0,0.0,0.0,0.0,1048567808.0,538.0,6910.0
20-03 01:30:36,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,949174272.0,195133440.0,503869440.0,66006056960.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:37,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,945819648.0,195133440.0,503881728.0,66009399296.0,0.0,0.0,0.0,1048567808.0,616.0,1130.0
20-03 01:30:38,0.021,0.063,99.500,0.417,0.0,0.0,0.0,12288.0,945692672.0,195133440.0,503881728.0,66009526272.0,0.0,3.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:39,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,945086464.0,195133440.0,503889920.0,66010124288.0,0.0,0.0,0.0,1048567808.0,60.0,0.0
20-03 01:30:40,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,945086464.0,195133440.0,503889920.0,66010124288.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:41,0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,943886336.0,195133440.0,503894016.0,66011320320.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:42,0.021,0.063,99.896,0.021,0.0,0.0,0.0,0.0,943611904.0,195133440.0,503902208.0,66011586560.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:43,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,941305856.0,195133440.0,503902208.0,66013892608.0,0.0,0.0,0.0,1048567808.0,1292.0,127824.0
20-03 01:30:44,0.021,0.063,99.917,0.0,0.0,0.0,0.0,0.0,941305856.0,195133440.0,503902208.0,66013892608.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
20-03 01:30:45,0.0,0.042,99.958,0.0,0.0,0.0,0.0,0.0,940576768.0,195133440.0,503902208.0,66014621696.0,0.0,0.0,0.0,1048567808.0,960.0,570.0
20-03 01:30:46,0.0,0.063,99.937,0.0,0.0,0.0,0.0,0.0,940322816.0,195133440.0,503902208.0,66014875648.0,0.0,0.0,0.0,1048567808.0,0.0,0.0
